,Scout Name,Match Number,Dead,No Show,Team Number,Cross Auto,Switch Auto,Scale Auto,Auto Other,Tele-Switch,Tele-Scale,Tele-Portal,Tele-Switch-#,Tele-Scale-#,Tele-Portal-#,Climb-True,Tech-fouls,Attempted,Penalties,Climb-No
H4_ (39).pdf, Claire,46,FALSE,FALSE,6388,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,0,0,3,FALSE,,FALSE,,TRUE
H4_ (4).pdf,Claire,12,FALSE,FALSE,6001,TRUE,FALSE,FALSE,,TRUE,FALSE,TRUE,1,0,3,FALSE,,FALSE,,TRUE
H4_ (40).pdf,Sue,50,FALSE,FALSE,7107,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,0,0,3,FALSE,,FALSE,,FALSE
H4_ (41).pdf,Azalia,51,FALSE,FALSE,386,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,4,0,7,TRUE,,FALSE,,FALSE
,,,,,,,,,,,,,,,,,,,,
H4_ (43).pdf,Azalia,54,FALSE,FALSE,7193,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,0,0,6,FALSE,,FALSE,,TRUE
H4_ (44).pdf,Azalia,55,FALSE,FALSE,5329,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,4,0,0,FALSE,,FALSE,,TRUE
H4_ (45).pdf,Azalia,56,FALSE,FALSE,5605,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,3,0,0,FALSE,,FALSE,Not sure-maybe held up scale,TRUE
H4_ (46).pdf,Azalia,58,FALSE,FALSE,7215,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,TRUE
H4_ (47).pdf,Azalia,59,FALSE,FALSE,5472,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,0,7,0,FALSE,,FALSE,,TRUE
H4_ (48).pdf,Azalia,60,FALSE,FALSE,6722,TRUE,FALSE,FALSE,,TRUE,FALSE,TRUE,1,0,7,FALSE,,FALSE,,TRUE
H4_ (49).pdf,Azalia,62,FALSE,FALSE,348,TRUE,FALSE,FALSE,,TRUE,FALSE,TRUE,3,0,3,TRUE,,FALSE,,FALSE
H4_ (5).pdf,Claire,6,FALSE,FALSE,7026,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,6,0,0,FALSE,,FALSE,,TRUE
H4_ (50).pdf,Azalia,,FALSE,FALSE,6468,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,TRUE
,,,,,,,,,,,,,,,,,,,,
H4_ (6).pdf,Claire,8,FALSE,FALSE,180,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE,0,5,9,FALSE,,FALSE,,TRUE
H4_ (7).pdf,Azalia,10,FALSE,FALSE,348,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,3,0,0,TRUE,,FALSE,,FALSE
H4_ (8).pdf,Claire,9,FALSE,FALSE,3653,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,3,0,0,FALSE,,FALSE,,TRUE
H4_ (9).pdf,Claire,7,FALSE,FALSE,2797,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,0,4,0,FALSE,,FALSE,,TRUE
H1_ (1).pdf,LG,2,FALSE,FALSE,2152,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,0,0,3,FALSE,,TRUE,,FALSE
H1_ (10).pdf,Michael,14,FALSE,FALSE,6722,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,0,0,5,FALSE,,FALSE,,TRUE
H1_ (11).pdf,Michael,15,FALSE,FALSE,59,TRUE,FALSE,TRUE,,TRUE,TRUE,FALSE,3,3,0,FALSE,,FALSE,,TRUE
H1_ (12).pdf,Michael,16,FALSE,FALSE,4592,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,0,3,0,TRUE,,FALSE,,FALSE
H1_ (13).pdf,Michael,4533,FALSE,FALSE,17,TRUE,TRUE,FALSE,,TRUE,FALSE,TRUE,3,0,7,FALSE,,FALSE,,TRUE
H1_ (14).pdf,Michael,18,FALSE,FALSE,4562,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,FALSE,,TRUE,,TRUE
H1_ (15).pdf,Michael,19,FALSE,FALSE,86,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,3,4,0,FALSE,,FALSE,,TRUE
H1_ (16).pdf,Michael,20,FALSE,FALSE,5605,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,TRUE
H1_ (17).pdf,Michael,21,FALSE,FALSE,3932,FALSE,TRUE,FALSE,The right kind of grabber,FALSE,TRUE,FALSE,0,4,0,TRUE,,FALSE,,FALSE
H1_ (18).pdf,Michael,22,FALSE,FALSE,7193,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,0,0,6,FALSE,,FALSE,,TRUE
H1_ (19).pdf,Claire,23,FALSE,FALSE,5472,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,0,5,0,FALSE,,FALSE,,TRUE
H1_ (2).pdf,LG,1,FALSE,FALSE,5329,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,3,0,0,FALSE,,FALSE,,TRUE
H1_ (20).pdf,Claire,25,FALSE,FALSE,5410,FALSE,TRUE,FALSE,,TRUE,FALSE,FALSE,3,0,0,FALSE,,FALSE,,TRUE
H1_ (21).pdf,Claire ,24,FALSE,FALSE,3242,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,3,3,1,FALSE,,FALSE,,TRUE
H1_ (22).pdf,Claire,26,FALSE,FALSE,5842,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,3,6,0,TRUE,,FALSE,,FALSE
H1_ (23).pdf,Claire,31,FALSE,FALSE,1369,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,0,6,0,FALSE,,FALSE,,TRUE
H1_ (24).pdf,Claire,27,FALSE,FALSE,1744,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,4,0,0,FALSE,,FALSE,,TRUE
H1_ (25).pdf,Claire,29,FALSE,FALSE,386,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,TRUE
H1_ (26).pdf,Claire,28,FALSE,FALSE,6686,TRUE,FALSE,FALSE,Died after auto,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,TRUE
H1_ (27).pdf,Claire,30,FALSE,FALSE,5410,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,0,1,0,FALSE,,TRUE,,FALSE
H1_ (28).pdf,Claire,32,FALSE,FALSE,3164,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,6,0,6,FALSE,,TRUE,,FALSE
H1_ (29).pdf,Claire,33,FALSE,FALSE,7193,TRUE,FALSE,FALSE,,TRUE,FALSE,TRUE,3,0,6,FALSE,,FALSE,,TRUE
H1_ (3).pdf,LG,3,FALSE,FALSE,5472,TRUE,FALSE,TRUE,"Can't climb good robot tho


",TRUE,TRUE,FALSE,5,3,0,FALSE,,FALSE,,TRUE
H1_ (30).pdf,Emily,36,FALSE,FALSE,5949,TRUE,FALSE,FALSE,,FALSE,FALSE,TRUE,0,0,6,FALSE,,FALSE,,TRUE
H1_ (31).pdf,Haley,54,FALSE,FALSE,21,TRUE,FALSE,TRUE,,TRUE,TRUE,FALSE,3,1,0,TRUE,,FALSE,,FALSE
H1_ (32).pdf,Barb,44,FALSE,FALSE,108,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,0,3,5,FALSE,,FALSE,,TRUE
H1_ (33).pdf,Barb,47,FALSE,FALSE,179,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,8,1,0,TRUE,,FALSE,,FALSE
H1_ (34).pdf,Barb,50,TRUE,FALSE,180,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE,0,3,3,FALSE,,FALSE,,FALSE
H1_ (35).pdf,Haley,55,FALSE,FALSE,1251,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,0,3,3,TRUE,,FALSE,,FALSE
H1_ (36).pdf,Haley,59,FALSE,FALSE,1902,TRUE,FALSE,FALSE,,TRUE,FALSE,TRUE,0,0,8,FALSE,,TRUE,,TRUE
H1_ (37).pdf,Haley,56,FALSE,FALSE,3410,TRUE,TRUE,FALSE,,TRUE,FALSE,TRUE,1,0,6,FALSE,,FALSE,,TRUE
H1_ (38).pdf,Barb,45,FALSE,FALSE,5329,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,3,0,0,FALSE,,FALSE,,TRUE
H1_ (39).pdf,Haley,61,FALSE,FALSE,5369,TRUE,TRUE,FALSE,,TRUE,FALSE,TRUE,1,0,3,FALSE,,FALSE,,TRUE
H1_ (4).pdf,LG,4,FALSE,FALSE,5842,FALSE,FALSE,FALSE,Can probably latch to us,TRUE,TRUE,FALSE,3,5,0,TRUE,,FALSE,,FALSE
H1_ (40).pdf,Barb,46,FALSE,FALSE,5842,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,0,3,0,FALSE,,TRUE,,FALSE
H1_ (41).pdf,Haley,63,FALSE,FALSE,6686,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,TRUE
H1_ (42).pdf,Barb,48,FALSE,FALSE,7026,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,0,0,5,FALSE,,FALSE,,TRUE
H1_ (43).pdf,Haley,53,FALSE,FALSE,7215,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,TRUE
H1_ (44).pdf,Haley,58,FALSE,FALSE,7216,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,3,0,0,FALSE,,FALSE,,TRUE
H1_ (45).pdf,Barb,43,TRUE,FALSE,7231,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,TRUE
H1_ (5).pdf,Claire,35,FALSE,FALSE,6388,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,3,0,0,FALSE,,FALSE,,TRUE
H1_ (6).pdf,Claire,34,FALSE,FALSE,1902,FALSE,TRUE,FALSE,,TRUE,FALSE,FALSE,7,0,0,FALSE,,FALSE,,TRUE
H1_ (7).pdf,Emily34,36,FALSE,FALSE,3410,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,0,3,6,TRUE,,FALSE,,FALSE
H1_ (8).pdf,Michael,12,FALSE,FALSE,744,TRUE,TRUE,FALSE,,FALSE,TRUE,TRUE,0,5,3,FALSE,,FALSE,,TRUE
H1_ (9).pdf,Michael,13,FALSE,FALSE,1251,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,3,4,0,FALSE,,FALSE,,TRUE
H2_ (1).pdf,Emily Zook,1,FALSE,FALSE,2383,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,1,4,0,FALSE,,FALSE,,TRUE
H2_ (10).pdf,Gaby,14,FALSE,FALSE,386,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,0,7,0,TRUE,,FALSE,,FALSE
H2_ (11).pdf,Gaby,15,FALSE,FALSE,3164,FALSE,TRUE,FALSE,,TRUE,FALSE,FALSE,7,0,0,TRUE,,FALSE,,FALSE
H2_ (12).pdf,Gaby,16,FALSE,FALSE,7215,FALSE,FALSE,FALSE,Did nothing but drive around the whole time,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,TRUE
H2_ (13).pdf,Gaby,17,FALSE,FALSE,7193,FALSE,FALSE,FALSE,"Drove super slow, looks like something is token,had a lot of trouble gathering boxes",TRUE,FALSE,FALSE,3,0,0,FALSE,,FALSE,,TRUE
H2_ (14).pdf,Gaby,18,FALSE,FALSE,7026,FALSE,TRUE,FALSE,Had trouble driving after auto,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,TRUE
H2_ (15).pdf,Gaby,19,FALSE,FALSE,5329,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,4,0,0,FALSE,,FALSE,,TRUE
H2_ (16).pdf,Gaby,20,FALSE,FALSE,348,FALSE,FALSE,FALSE,Slow and pretty ineffective gatherer,TRUE,FALSE,FALSE,3,0,0,FALSE,,TRUE,,FALSE
H2_ (17).pdf,Gaby,21,FALSE,FALSE,5872,FALSE,FALSE,FALSE,"Had box stuck in gatherer for half of match, lost common in last 30 seconds",TRUE,FALSE,TRUE,1,0,3,FALSE,,FALSE,,TRUE
H2_ (18).pdf,Gaby,22,FALSE,FALSE,5949,FALSE,FALSE,FALSE,"Lots of loose wires,things swinging around",FALSE,TRUE,FALSE,0,3,0,FALSE,,TRUE,,TRUE
H2_ (19).pdf,Haley,29,FALSE,FALSE,21,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,0,3,0,TRUE,,FALSE,,FALSE
H2_ (2).pdf,Emily,2,FALSE,FALSE,6001,TRUE,FALSE,FALSE,SLOW,FALSE,FALSE,TRUE,0,0,1,FALSE,,FALSE,,TRUE
H2_ (20).pdf,Haley,31,FALSE,FALSE,2383,TRUE,FALSE,FALSE,,TRUE,FALSE,TRUE,1,0,8,FALSE,,TRUE,,TRUE
H2_ (21).pdf,Haley,32,FALSE,FALSE,4592,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,0,3,0,TRUE,,FALSE,,FALSE
H2_ (22).pdf,Haley,,FALSE,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,FALSE
H2_ (23).pdf,LG,35,FALSE,FALSE,6686,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,TRUE
H2_ (24).pdf,Anna,51,FALSE,FALSE,7194,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,TRUE
H2_ (25).pdf,Anna,52,FALSE,FALSE,59,FALSE,TRUE,FALSE,,TRUE,TRUE,FALSE,1,3,0,FALSE,,TRUE,,FALSE
H2_ (26).pdf,Anna,53,FALSE,FALSE,348,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,1,0,0,TRUE,,FALSE,,FALSE
H2_ (27).pdf,Anna,54,FALSE,FALSE,6468,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,1,0,3,FALSE,,FALSE,,TRUE
H2_ (28).pdf,Anna,55,FALSE,FALSE,1876,FALSE,TRUE,FALSE,,TRUE,TRUE,FALSE,3,4,0,FALSE,,TRUE,,FALSE
H2_ (29).pdf,Anna,56,FALSE,FALSE,7107,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,TRUE
H2_ (3).pdf,Emily,3,FALSE,FALSE,3242,TRUE,TRUE,FALSE,,TRUE,FALSE,TRUE,3,0,4,FALSE,,FALSE,,TRUE
H2_ (30).pdf,Anna,57,FALSE,FALSE,744,FALSE,FALSE,FALSE,,TRUE,TRUE,FALSE,3,4,0,FALSE,,FALSE,,TRUE
H2_ (31).pdf,Anna,58,FALSE,FALSE,1744,FALSE,FALSE,FALSE,,TRUE,TRUE,FALSE,4,3,0,FALSE,,FALSE,,TRUE
H2_ (32).pdf,Anna,59,FALSE,FALSE,5842,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,0,5,0,FALSE,,FALSE,,TRUE
H2_ (33).pdf,Anna,60,FALSE,FALSE,4592,FALSE,TRUE,FALSE,,FALSE,TRUE,FALSE,0,1,0,TRUE,,FALSE,,FALSE
H2_ (34).pdf,Anna,61,FALSE,FALSE,3164,FALSE,TRUE,FALSE,,TRUE,FALSE,FALSE,6,0,0,FALSE,,FALSE,,TRUE
H2_ (35).pdf,Anna,62,FALSE,FALSE,2797,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,0,3,0,FALSE,,FALSE,,TRUE
H2_ (36).pdf,Anna,63,FALSE,FALSE,3653,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,3,0,3,FALSE,,FALSE,,TRUE
H2_ (37).pdf,Anna,64,FALSE,FALSE,7026,FALSE,TRUE,FALSE,,TRUE,FALSE,TRUE,3,0,1,FALSE,,FALSE,,TRUE
H2_ (38).pdf,Dylan,65,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,FALSE
H2_ (4).pdf,Emily,4,FALSE,FALSE,1744,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,6,1,0,FALSE,,FALSE,,TRUE
H2_ (5).pdf,Emily,5872,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,FALSE
H2_ (6).pdf,Haley ,27,FALSE,FALSE,1065,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,0,3,0,FALSE,,FALSE,Touched scale,TRUE
H2_ (7).pdf,Haley,28,FALSE,FALSE,5605,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,0,0,0,FALSE,,FALSE,,TRUE
H2_ (8).pdf,Gaby,12,FALSE,FALSE,1369,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,4,0,0,FALSE,,FALSE,,TRUE
H2_ (9).pdf,Gaby,13,FALSE,FALSE,6685,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,1,0,6,FALSE,,FALSE,,TRUE
